"Número d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripció dia setmana","Dia setmana","Descripció tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripció torn","Descripció causa vianant","Número de morts","Número de lesionats lleus","Número de lesionats greus","Número de víctimes","Número de vehicles implicats","Coordenada UTM (X)","Coordenada UTM (Y)","Longitud","Latitud"
"2017S006704    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",162002,"Berlín / Entença                                  ","0064 0064","Dimecres","Dc","Laboral","2017",8,"Agost","2","19","Tarda","No és causa del  vianant",0,1,0,1,2,"428436,24","4582129,71","2.142618","41.385495"
"2017S008420    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",18505,"Aragó / Vilamarí                                  ","0041 0041","Dijous","Dj","Laboral","2017",10,"Octubre","12","21","Tarda","No és causa del  vianant",0,3,0,3,3,"428886,41","4581485,88","2.148281","41.379678"
"2017S005615    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",18505,"Aragó                                             ","0063 0063","Dimarts","Dm","Laboral","2017",6,"Juny","27","21","Tarda","No és causa del  vianant",0,4,0,4,3,"428994,93","4581592,47","2.149813","41.380969"
"2017S009701    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",110803,"Aragó / Entença                                   ","0103 0107","Dimecres","Dc","Laboral","2017",11,"Novembre","22","12","Matí","No és causa del  vianant",0,1,0,1,2,"428942,00","4581567,44","2.14941","41.380523"
"2017S002273    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"VILADOMAT / Consell de Cent                       ","0133 0133","Dimarts","Dm","Laboral","2017",3,"Març","21","16","Tarda","No és causa del  vianant",0,1,0,1,2,"429279,24","4581604,98","2.153928","41.382222"
"2017S002427    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",89004,"ARAGÓ / Rocafort                                  ","0140 0140","Diumenge","Dg","Laboral","2017",3,"Març","26","16","Tarda","No és causa del  vianant",0,2,0,2,1,"429326,92","4581700,52","2.150539","41.381379"
"2017S003943    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",350308,"València / Entença                                ","0064 0066","Dijous","Dj","Laboral","2017",5,"Maig","4","10","Matí","No és causa del  vianant",0,1,0,1,1,"428905,80","4581661,23","2.148276","41.381372"
"2017S000558    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",362001,"ARAGÓ / Vilamarí                                  ","0110 0112","Divendres","Dv","Laboral","2017",1,"Gener","20","21","Tarda","No és causa del  vianant",0,1,0,1,2,"428827,63","4581524,62","2.148281","41.379678"
"2017S008542    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",361406,"Viladomat / Consell de Cent                       ","0155B0155B","Dimarts","Dm","Laboral","2017",10,"Octubre","17","18","Tarda","No és causa del  vianant",0,1,0,1,2,"429352,40","4581714,29","2.153928","41.382222"
"2017S004177    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",162002,"Josep Tarradellas                                 ","0002 0006","Dijous","Dj","Laboral","2017",5,"Maig","11","10","Matí","No és causa del  vianant",0,1,0,1,2,"428406,26","4581632,79","2.142043","41.381549"
"2017S000578    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",110803,"ENTENÇA / Aragó                                   ","0132 0132","Dissabte","Ds","Laboral","2017",1,"Gener","21","22","Nit","No és causa del  vianant",0,1,0,1,1,"428854,15","4581688,24","2.14941","41.380523"
"2017S003619    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",245802,"París / Viladomat                                 ","0077 0077","Dissabte","Ds","Laboral","2017",4,"Abril","22","19","Tarda","No és causa del  vianant",0,1,0,1,2,"428670,16","4582405,09","2.146027","41.388189"
"2017S002086    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"AV J TARRADELLAS / Viladomat                      ","0273 0275","Dimecres","Dc","Laboral","2017",3,"Març","15","15","Tarda","No és causa del  vianant",0,1,0,1,2,"428555,79","4582343,94","2.143533","41.390073"
"2017S002097    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"LONDRES                                           ","0281 0285","Dimecres","Dc","Laboral","2017",3,"Març","15","19","Tarda","No és causa del  vianant",0,1,0,1,2,"428526,54","4582373,62","2.143468","41.387842"
"2017S002360    ",2,"Eixample",10,"Sant Antoni",87009,"SEPÚLVEDA                                         ","0082 0082","Divendres","Dv","Laboral","2017",3,"Març","24","12","Matí","No és causa del  vianant",0,1,0,1,2,"429810,49","4581475,20","2.15811","41.380036"
"2017S000880    ",2,"Eixample",10,"Sant Antoni",87009,"SEPÚLVEDA / Comte Borrell                         ","0092 0092","Dimecres","Dc","Laboral","2017",2,"Febrer","1","20","Tarda","No és causa del  vianant",0,1,0,1,2,"429780,89","4581505,54","2.15868","41.38033"
"2017S010396    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",90502,"Còrsega                                           ","0089 0089","Dissabte","Ds","Laboral","2017",12,"Desembre","16","11","Matí","No és causa del  vianant",0,0,0,0,2,"428648,53","4582189,78","2.145481","41.386228"
"2017S006009    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes / Villarroel                      ","0540 0542","Dilluns","Dl","Laboral","2017",7,"Juliol","10","22","Nit","No és causa del  vianant",0,1,0,1,2,"429840,96","4581782,80","2.159702","41.382987"
"2017S004587    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes                                   ","0546 0546","Dimecres","Dc","Laboral","2017",5,"Maig","24","14","Tarda","No és causa del  vianant",0,0,0,0,2,"429877,35","4581823,85","2.160219","41.38304"
"2017S007955    ",2,"Eixample",10,"Sant Antoni",323203,"Sepúlveda / Comte d'Urgell                        ","0129 0129","Dimarts","Dm","Laboral","2017",9,"Setembre","26","14","Tarda","Creuar per fora pas de vianants",0,1,0,1,1,"429856,67","4581647,68","2.159811","41.381177"
"2017S003189    ",2,"Eixample",10,"Sant Antoni",349706,"Comte d'Urgell                                    ","0062 0062","Dijous","Dj","Laboral","2017",4,"Abril","6","13","Matí","No és causa del  vianant",0,0,0,0,1,"429787,05","4581697,54","2.15922","41.381845"
"2017S001037    ",2,"Eixample",10,"Sant Antoni",349706,"SEPÚLVEDA / Comte Borrell                         ","0062B0062B","Dimarts","Dm","Laboral","2017",2,"Febrer","7","22","Nit","No és causa del  vianant",0,1,0,1,2,"429790,19","4581723,80","2.15868","41.38033"
"2017S007335    ",2,"Eixample",10,"Sant Antoni",349706,"Comte d'Urgell                                    ","0064 0064","Dissabte","Ds","Laboral","2017",9,"Setembre","2","01","Nit","No és causa del  vianant",0,2,0,2,2,"429783,05","4581701,83","2.159154","41.381895"
"2017S005686    ",2,"Eixample",10,"Sant Antoni",361406,"Viladomat / Manso                                 ","0041 0041","Divendres","Dv","Laboral","2017",6,"Juny","30","09","Matí","No és causa del  vianant",0,1,0,1,2,"429905,80","4581146,02","2.160939","41.376927"
"2017S007884    ",2,"Eixample",10,"Sant Antoni",70607,"Sepúlveda / Casanova                              ","0022 0022","Dissabte","Ds","Laboral","2017",9,"Setembre","23","15","Tarda","No és causa del  vianant",0,2,0,2,3,"430027,99","4581831,02","2.162089","41.382894"
"2017S003798    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria                                          ","0245 0245","Divendres","Dv","Laboral","2017",4,"Abril","28","17","Tarda","Altres",0,2,0,2,1,"428706,62","4582190,34","2.146175","41.386238"
"2017S006535    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes                                   ","0590 0590","Dimecres","Dc","Laboral","2017",7,"Juliol","26","22","Nit","No és causa del  vianant",0,1,0,1,2,"430124,33","4582066,56","2.163144","41.385248"
"2017S004960    ",2,"Eixample",10,"Sant Antoni",296508,"Sant Antoni / Muntaner                            ","0053 0053","Dimarts","Dm","Laboral","2017",6,"Juny","6","16","Tarda","No és causa del  vianant",0,1,0,1,1,"430154,45","4581854,39","2.163716","41.383367"
"2017S007754    ",2,"Eixample",10,"Sant Antoni",323203,"Sepúlveda                                         ","0185 0185","Dimarts","Dm","Laboral","2017",9,"Setembre","19","14","Tarda","Creuar per fora pas de vianants",1,0,0,1,1,"430145,43","4581930,49","2.163555","41.384128"
"2017S002132    ",2,"Eixample",10,"Sant Antoni",70607,"GV CORTS CATALANES / Aribau                       ","0011 0011","Dijous","Dj","Laboral","2017",3,"Març","16","21","Tarda","No és causa del  vianant",0,2,0,2,1,"430077,51","4581745,89","2.163105","41.385547"
"2017S010046    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",245802,"París                                             ","0113 0115","Divendres","Dv","Laboral","2017",12,"Desembre","1","13","Matí","No és causa del  vianant",0,1,0,1,2,"428842,00","4582566,74","2.147689","41.389594"
"2017S008936    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",245802,"Comte d'Urgell / París                            ","0113 0115","Dissabte","Ds","Laboral","2017",10,"Octubre","28","22","Nit","No és causa del  vianant",1,2,0,3,2,"428842,00","4582566,74","2.148272","41.389882"
"2017S004905    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes                                   ","0476 0476","Diumenge","Dg","Laboral","2017",6,"Juny","4","09","Matí","Creuar per fora pas de vianants",0,1,0,1,1,"429509,27","4581463,86","2.155859","41.379766"
"2017S007158    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes / Viladomat                       ","0484 0484","Dijous","Dj","Laboral","2017",8,"Agost","24","16","Tarda","No és causa del  vianant",0,2,0,2,2,"429552,37","4581502,03","2.156297","41.380433"
"2017S006754    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes / Viladomat                       ","0484 0484","Divendres","Dv","Laboral","2017",8,"Agost","4","12","Matí","No és causa del  vianant",0,5,0,5,2,"429552,37","4581502,03","2.156297","41.380433"
"2017S006249    ",2,"Eixample",10,"Sant Antoni",323203,"Sepúlveda                                         ","0065 0065","Dilluns","Dl","Laboral","2017",7,"Juliol","17","20","Tarda","No és causa del  vianant",0,1,0,1,2,"429501,98","4581300,61","2.155791","41.378295"
"2017S001938    ",2,"Eixample",10,"Sant Antoni",296701,"COMTE D'URGELL                                    ","0000 0000","Dijous","Dj","Laboral","2017",3,"Març","9","17","Tarda","No és causa del  vianant",0,1,0,1,1,"429927,31","4581425,22","2.160295","41.381042"
"2017S000319    ",2,"Eixample",10,"Sant Antoni",127704,"TAMARIT / Rocafort                                ","0032 0032","Divendres","Dv","Laboral","2017",1,"Gener","13","11","Matí","Creuar per fora pas de vianants",0,1,0,1,1,"429585,41","4581164,55","2.157557","41.376075"
"2017S001247    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",180208,"AV SARRIÀ                                         ","0014 0014","Dimarts","Dm","Laboral","2017",2,"Febrer","14","18","Tarda","No és causa del  vianant",0,1,0,1,2,"428541,62","4582428,68","2.145527","41.390085"
"2017S009788    ",2,"Eixample",7,"la Dreta de l'Eixample",191204,"Mallorca                                          ","0265 0265","Divendres","Dv","Laboral","2017",11,"Novembre","24","18","Tarda","No és causa del  vianant",0,1,0,1,2,"430127,92","4583078,66","2.16326","41.394507"
"2017S006899    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Diagonal / Pau Claris                             ","0187 0187","Dijous","Dj","Laboral","2017",8,"Agost","10","20","Tarda","No és causa del  vianant",0,1,0,1,2,"430007,38","4583346,40","2.161465","41.397016"
"2017S008190    ",2,"Eixample",7,"la Dreta de l'Eixample",289105,"Rosselló                                          ","0279 0279","Dimecres","Dc","Laboral","2017",10,"Octubre","4","11","Matí","No és causa del  vianant",0,0,0,0,2,"429998,38","4583327,27","2.161782","41.396531"
"2017S003168    ",2,"Eixample",7,"la Dreta de l'Eixample",359404,"Diagonal / Gràcia                                 ","9999 9999","Dimecres","Dc","Laboral","2017",4,"Abril","5","18","Tarda","No és causa del  vianant",0,1,0,1,2,"429831,27","4583317,43","2.159495","41.396524"
"2017S005850    ",2,"Eixample",7,"la Dreta de l'Eixample",359404,"Diagonal / Gràcia                                 ","9999 9999","Dimecres","Dc","Laboral","2017",7,"Juliol","5","12","Matí","No és causa del  vianant",0,2,0,2,2,"429831,27","4583317,43","2.159495","41.396524"
"2017S005357    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó                                             ","0434X0434X","Dilluns","Dl","Laboral","2017",6,"Juny","19","08","Matí","No és causa del  vianant",0,1,0,1,2,"431414,31","4583932,22","2.178247","41.402483"
"2017S003046    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"Catalunya / Provença                              ","0105 0105","Diumenge","Dg","Laboral","2017",4,"Abril","2","19","Tarda","No és causa del  vianant",0,1,0,1,2,"429836,27","4583006,53","2.15998","41.393601"
"2017S000058    ",2,"Eixample",7,"la Dreta de l'Eixample",86006,"AV DIAGONAL / Pg Gràcia                           ","0007 0009","Dimarts","Dm","Laboral","2017",1,"Gener","3","15","Tarda","No és causa del  vianant",0,2,0,2,3,"429891,13","4583107,12","2.159495","41.396524"
"2017S000901    ",2,"Eixample",7,"la Dreta de l'Eixample",86006,"PG GRÀCIA / Av Diagonal                           ","0007 0009","Dijous","Dj","Laboral","2017",2,"Febrer","2","13","Matí","No és causa del  vianant",0,1,0,1,2,"429891,13","4583107,12","2.159495","41.396524"
"2017S007016    ",2,"Eixample",6,"la Sagrada Família",178308,"Aragó / Lepant                                    ","0238 0242","Dimecres","Dc","Laboral","2017",8,"Agost","16","13","Matí","No és causa del  vianant",0,2,0,2,2,"431496,02","4583977,61","2.178945","41.402738"
"2017S003662    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó / Padilla                                   ","0477 0477","Dilluns","Dl","Laboral","2017",4,"Abril","24","22","Nit","No és causa del  vianant",0,0,0,0,2,"431564,25","4584109,55","2.180009","41.403541"
"2017S003248    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"Aragó / Catalunya                                 ","0060 0060","Dissabte","Ds","Laboral","2017",4,"Abril","8","11","Matí","No és causa del  vianant",0,1,0,1,2,"430155,81","4582745,98","2.163448","41.391077"
"2017S007867    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"Aragó / Catalunya                                 ","0060 0060","Divendres","Dv","Laboral","2017",9,"Setembre","22","21","Tarda","No és causa del  vianant",0,1,0,1,2,"430155,81","4582745,98","2.163448","41.391077"
"2017S006025    ",2,"Eixample",7,"la Dreta de l'Eixample",90502,"Catalunya / Còrsega                               ","0309 0309","Dimarts","Dm","Laboral","2017",7,"Juliol","11","15","Tarda","No és causa del  vianant",0,1,0,1,2,"429648,87","4583170,73","2.157673","41.395281"
"2017S004754    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó / Lepant                                    ","0459 0461","Dimarts","Dm","Laboral","2017",5,"Maig","30","12","Matí","No és causa del  vianant",0,1,0,1,2,"431470,14","4584031,24","2.178945","41.402738"
"2017S007176    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó / Lepant                                    ","0459 0461","Dijous","Dj","Laboral","2017",8,"Agost","24","16","Tarda","No és causa del  vianant",0,0,0,0,2,"431470,14","4584031,24","2.178945","41.402738"
"2017S009540    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"València / Catalunya                              ","0074 0074","Divendres","Dv","Laboral","2017",11,"Novembre","17","08","Matí","No és causa del  vianant",0,1,0,1,2,"430055,90","4582836,31","2.162304","41.391909"
"2017S002115    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"VALÈNCIA / Ptge Camps Elisis                      ","0074 0074","Dijous","Dj","Laboral","2017",3,"Març","16","13","Matí","No és causa del  vianant",0,1,0,1,2,"430055,90","4582836,31","2.164638","41.393671"
"2017S002057    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"ARAGÓ                                             ","0090 0090","Dimarts","Dm","Laboral","2017",3,"Març","14","15","Tarda","No és causa del  vianant",0,2,0,2,2,"429945,70","4582943,35","2.16229","41.390019"
"2017S005241    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"Catalunya                                         ","0094 0094","Dijous","Dj","Laboral","2017",6,"Juny","15","14","Tarda","No és causa del  vianant",0,1,0,1,2,"429927,93","4582960,84","2.160692","41.393285"
"2017S003488    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal                                          ","0401 0401","Dimecres","Dc","Laboral","2017",4,"Abril","19","13","Matí","No és causa del  vianant",0,1,0,1,3,"429586,41","4583215,46","2.156578","41.395549"
"2017S003677    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal / Augusta                                ","0405B0405B","Dimarts","Dm","Laboral","2017",4,"Abril","25","12","Matí","No és causa del  vianant",0,1,0,1,2,"429526,89","4583195,87","2.155714","41.395567"
"2017S004174    ",2,"Eixample",6,"la Sagrada Família",178308,"Aragó / Lepant                                    ","0244 0244","Dijous","Dj","Laboral","2017",5,"Maig","11","08","Matí","No és causa del  vianant",0,4,0,4,4,"431451,55","4584027,43","2.178945","41.402738"
"2017S000449    ",2,"Eixample",6,"la Sagrada Família",191204,"MARINA / Aragó                                    ","0440 0440","Dimarts","Dm","Laboral","2017",1,"Gener","17","12","Matí","No és causa del  vianant",0,1,0,1,2,"431319,37","4584212,98","2.179256","41.401044"
"2017S009881    ",2,"Eixample",7,"la Dreta de l'Eixample",289105,"Rosselló                                          ","0216 0216","Dissabte","Ds","Laboral","2017",11,"Novembre","25","00","Nit","No és causa del  vianant",0,1,0,1,2,"429754,95","4583055,95","2.158032","41.393683"
"2017S007336    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia / Aragó                                    ","0047 0047","Dissabte","Ds","Laboral","2017",9,"Setembre","2","04","Nit","No és causa del  vianant",0,3,0,3,2,"430234,31","4582834,71","2.164884","41.392165"
"2017S004136    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"València / Gràcia                                 ","0061 0061","Dimarts","Dm","Laboral","2017",5,"Maig","9","16","Tarda","No és causa del  vianant",0,1,0,1,2,"430144,52","4582932,76","2.163803","41.393036"
"2017S003642    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia                                            ","0071 0071","Dilluns","Dl","Laboral","2017",4,"Abril","24","11","Matí","No és causa del  vianant",0,1,0,1,1,"430098,97","4582983,07","2.162735","41.393501"
"2017S002372    ",2,"Eixample",6,"la Sagrada Família",350308,"ARAGÓ / Lepant                                    ","0476 0478","Divendres","Dv","Laboral","2017",3,"Març","24","13","Matí","No és causa del  vianant",0,1,0,1,2,"431406,97","4584111,05","2.178945","41.402738"
"2017S000440    ",2,"Eixample",6,"la Sagrada Família",350308,"PADILLA / Aragó                                   ","0482 0486","Dimarts","Dm","Laboral","2017",1,"Gener","17","10","Matí","No és causa del  vianant",0,2,0,2,2,"431430,05","4584133,65","2.180009","41.403541"
"2017S009544    ",2,"Eixample",7,"la Dreta de l'Eixample",191204,"Mallorca / Catalunya                              ","0247 0247","Divendres","Dv","Laboral","2017",11,"Novembre","17","08","Matí","No és causa del  vianant",0,1,0,1,2,"429931,64","4582885,47","2.161147","41.39275"
"2017S000667    ",2,"Eixample",6,"la Sagrada Família",73900,"ROSSELLÓ / Pg Gràcia                              ","0199 0199","Dimecres","Dc","Laboral","2017",1,"Gener","25","19","Tarda","No és causa del  vianant",0,1,0,1,2,"431773,59","4584028,40","2.160499","41.39571"
"2017S003948    ",2,"Eixample",6,"la Sagrada Família",178308,"Lepant / Mallorca                                 ","0278 0278","Dijous","Dj","Laboral","2017",5,"Maig","4","10","Matí","No és causa del  vianant",0,1,0,1,3,"431262,55","4584216,10","2.176692","41.40444"
"2017S002578    ",2,"Eixample",6,"la Sagrada Família",191204,"ARAGÓ / Padilla                                   ","0433 0433","Divendres","Dv","Laboral","2017",3,"Març","31","13","Matí","No és causa del  vianant",0,1,0,1,2,"431322,28","4584246,37","2.180009","41.403541"
"2017S004386    ",2,"Eixample",6,"la Sagrada Família",191204,"Mallorca / Castillejos                            ","0451 0451","Dimecres","Dc","Laboral","2017",5,"Maig","17","17","Tarda","No és causa del  vianant",0,3,0,3,1,"431431,97","4584354,00","2.178886","41.406072"
"2017S004897    ",2,"Eixample",6,"la Sagrada Família",191204,"Mallorca / Cartagena                              ","0473 0475","Dissabte","Ds","Laboral","2017",6,"Juny","3","20","Tarda","No és causa del  vianant",0,0,0,0,4,"431523,07","4584442,87","2.179982","41.406896"
"2017S001860    ",2,"Eixample",6,"la Sagrada Família",191204,"MALLORCA / Cartagena                              ","0477 0477","Dimarts","Dm","Laboral","2017",3,"Març","7","09","Matí","No és causa del  vianant",0,1,0,1,2,"431565,03","4584483,85","2.179982","41.406896"
"2017S009962    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença / Catalunya                              ","0270 0272","Dimecres","Dc","Laboral","2017",11,"Novembre","29","19","Tarda","No és causa del  vianant",0,0,0,0,7,"429852,61","4582964,49","2.15998","41.393601"
"2017S001409    ",2,"Eixample",6,"la Sagrada Família",68900,"PROVENÇA / Castillejos                            ","0211 0211","Dilluns","Dl","Laboral","2017",2,"Febrer","20","15","Tarda","No és causa del  vianant",0,1,0,1,2,"431619,01","4584374,43","2.177768","41.406936"
"2017S005715    ",2,"Eixample",6,"la Sagrada Família",68900,"Cartagena / València                              ","0211 0211","Divendres","Dv","Laboral","2017",6,"Juny","30","17","Tarda","No és causa del  vianant",0,1,0,1,2,"431619,01","4584374,43","2.18111","41.406037"
"2017S001976    ",2,"Eixample",6,"la Sagrada Família",68900,"MALLORCA / Lepant                                 ","0229 0229","Divendres","Dv","Laboral","2017",3,"Març","10","16","Tarda","No és causa del  vianant",0,2,0,2,3,"431565,52","4584429,09","2.176692","41.40444"
"2017S008325    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Roger de Llúria / Rosselló                        ","0361B0361B","Dilluns","Dl","Laboral","2017",10,"Octubre","9","16","Tarda","No és causa del  vianant",0,1,0,1,2,"430142,09","4583396,02","2.163111","41.397455"
"2017S002373    ",2,"Eixample",6,"la Sagrada Família",238400,"CONSELL DE CENT / Padilla                         ","0188 0188","Divendres","Dv","Laboral","2017",3,"Març","24","14","Tarda","No és causa del  vianant",0,1,0,1,2,"431681,65","4583966,92","2.181133","41.402673"
"2017S004035    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Aragó / Gràcia                                    ","0045 0045","Diumenge","Dg","Laboral","2017",5,"Maig","7","03","Nit","No és causa del  vianant",0,2,0,2,2,"430276,67","4582787,30","2.164884","41.392165"
"2017S003151    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes / Balmes                          ","0587 0589","Dimecres","Dc","Laboral","2017",4,"Abril","5","14","Tarda","Desobeir el senyal del semàfor",0,1,0,1,1,"430335,90","4582344,58","2.165353","41.387244"
"2017S010092    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes                                   ","0595 0599","Diumenge","Dg","Laboral","2017",12,"Desembre","3","07","Matí","No és causa del  vianant",0,0,0,0,1,"430379,74","4582388,33","2.166541","41.388465"
"2017S009585    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal                                          ","0377 0377","Dissabte","Ds","Laboral","2017",11,"Novembre","18","13","Matí","No és causa del  vianant",0,0,1,1,2,"429963,85","4583338,24","2.161197","41.396714"
"2017S003110    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal / Roger de Llúria                        ","0422 0422","Dimarts","Dm","Laboral","2017",4,"Abril","4","13","Matí","No és causa del  vianant",0,0,0,0,2,"430094,01","4583434,04","2.163111","41.397455"
"2017S002327    ",2,"Eixample",6,"la Sagrada Família",350308,"PROVENÇA                                          ","0493 0495","Dijous","Dj","Laboral","2017",3,"Març","23","13","Matí","No és causa del  vianant",0,2,0,2,2,"431494,26","4584227,00","2.176003","41.405493"
"2017S004291    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Aragó / Gràcia                                    ","0056 0056","Diumenge","Dg","Laboral","2017",5,"Maig","14","21","Tarda","No és causa del  vianant",0,1,0,1,2,"430276,41","4582882,55","2.164884","41.392165"
"2017S004459    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Aragó / Gràcia                                    ","0056 0056","Divendres","Dv","Laboral","2017",5,"Maig","19","22","Nit","No és causa del  vianant",0,2,0,2,2,"430276,41","4582882,55","2.164884","41.392165"
"2017S008281    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia                                            ","0110 0110","Dissabte","Ds","Laboral","2017",10,"Octubre","7","14","Tarda","No és causa del  vianant",0,1,0,1,2,"429893,01","4583306,94","2.160389","41.396215"
"2017S006534    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Diagonal / Gràcia                                 ","0110 0110","Dimecres","Dc","Laboral","2017",7,"Juliol","26","22","Nit","Desobeir el senyal del semàfor",0,5,0,5,1,"429893,01","4583306,94","2.159495","41.396524"
"2017S000617    ",2,"Eixample",7,"la Dreta de l'Eixample",176801,"VALÈNCIA                                          ","0151 0151","Dilluns","Dl","Laboral","2017",1,"Gener","23","21","Tarda","No és causa del  vianant",0,1,0,1,2,"430063,55","4583479,19","2.163038","41.392624"
"2017S003198    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris / Provença                             ","0171 0171","Dijous","Dj","Laboral","2017",4,"Abril","6","14","Tarda","No és causa del  vianant",0,1,0,1,2,"430097,14","4583249,99","2.162979","41.395876"
"2017S008124    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó                                             ","0495 0495","Dilluns","Dl","Laboral","2017",10,"Octubre","2","16","Tarda","No és causa del  vianant",0,0,0,0,2,"431658,50","4584202,52","2.18125","41.404618"
"2017S001449    ",2,"Eixample",7,"la Dreta de l'Eixample",176801,"PG GRÀCIA / Diputació                             ","0067 0069","Dimarts","Dm","Laboral","2017",2,"Febrer","21","15","Tarda","No és causa del  vianant",0,1,0,1,2,"430460,87","4583073,78","2.167049","41.390416"
"2017S001876    ",2,"Eixample",7,"la Dreta de l'Eixample",176801,"ARAGÓ / Pg Gràcia                                 ","0099 0101","Dimarts","Dm","Laboral","2017",3,"Març","7","15","Tarda","No és causa del  vianant",0,2,0,2,2,"430326,17","4583211,53","2.164884","41.392165"
"2017S005093    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",362001,"Vilamarí                                          ","0043 0045","Dissabte","Ds","Laboral","2017",6,"Juny","10","13","Matí","No és causa del  vianant",0,1,0,1,2,"429126,09","4581188,21","2.151223","41.377315"
"2017S001228    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",362001,"VILAMARÍ / Diputació                              ","0057 0057","Dimarts","Dm","Laboral","2017",2,"Febrer","14","13","Matí","No és causa del  vianant",0,1,0,1,2,"429085,21","4581230,17","2.15054","41.377974"
"2017S006495    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",32700,"Balmes                                            ","0121 0121","Dimarts","Dm","Laboral","2017",7,"Juliol","25","17","Tarda","No és causa del  vianant",0,1,0,1,2,"429713,02","4582883,99","2.158131","41.392574"
"2017S004761    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",289105,"Balmes / Rosselló                                 ","0219 0219","Dimarts","Dm","Laboral","2017",5,"Maig","30","16","Tarda","No és causa del  vianant",0,2,0,2,2,"429621,91","4582954,99","2.157359","41.39331"
"2017S008768    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",289105,"Balmes / Rosselló                                 ","0219 0219","Dilluns","Dl","Laboral","2017",10,"Octubre","23","16","Tarda","No és causa del  vianant",0,1,0,1,2,"429621,91","4582954,99","2.157359","41.39331"
"2017S007323    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",32700,"València / Balmes                                 ","0079B0079B","Divendres","Dv","Laboral","2017",9,"Setembre","1","16","Tarda","No és causa del  vianant",0,1,0,1,2,"429902,44","4582689,99","2.160748","41.390739"
